URL;favicon_redirection;request_url_cross_site;iframe;submitting_information_to_email;url_of_anchor_cross_site;number_of_images;security_WOT_status;links_in_tags;ip_address_in_domain;long_url_character;prefix_suffix_in_domain;number_of_subdomain;https_lookup;registration_url_in_WHOIS;domain_registration_length;age_of_domain;result
https://bohemiantraders.com/;cross site;>= 22% dan <= 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://ryder.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://moreporks.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.dick-moby.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.thehorse.com.au/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://mahabis.com;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.poketo.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://jackiesmith.com.ar/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://grovemade.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://eu.muroexe.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.helbak.com/;on site;< 22%;tidak menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.mollyjogger.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.skullcandy.com/;cross site;>= 22% dan <= 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.thingindustries.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://ratiocoffee.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.frankbody.com/int/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.theletterjsupply.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.100percentpure.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.allbirds.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.oipolloi.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.blackbutterflyclothing.com/;cross site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.greenglasscoffee.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://dibruno.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.sisuguard.com/;cross site;>= 22% dan <= 65%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://daintyjewells.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://shopboxhill.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://teahaus.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.simplychocolate.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://bonbonbon.com/;on site;> 65%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://northernism.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.studioproper.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.quadlockcase.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://themodernshop.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://49thcoffee.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.18karatwholesale.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.luxyhair.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.ilovebiko.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.unconditional.uk.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.tannergoods.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.studioneat.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://soworthloving.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.hardgraft.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.pipsnacks.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.happinessabscissa.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.nickmayerart.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.chubbiesshorts.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.madsencycles.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://tattly.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.deathwishcoffee.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.littlesparrow.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.twelvesaturdays.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://williamabraham.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://cuppow.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.greatgeorgewatches.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.henkaa.com/;on site;>= 22% dan <= 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.manitobah.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.solerebels.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.bioliteenergy.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.allbirds.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.novoshoes.com.au/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.novowatch.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.curbellplastics.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://firerockgolf.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.overdrive.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.sterlitech.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.blake-envelopes.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.envelopes.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://easydns.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://sklz.implus.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://diamondcandles.com/;on site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.beardbrand.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.wetseal.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.framer.com/;on site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.michalorenjewelry.com/;on site;> 65%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.fanstereo.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.sashanassar.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.sheabrand.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.peakdesign.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://www.made.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://www.airbnb.com/;on site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://querohms.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://adoboloco.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://www.houseofwhiskyscotland.com/;on site;< 22%;tidak menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://www.lobotz.com/;on site;>= 22% dan <= 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://wakamiglobal.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.trendyresumes.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://rotimatic.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://www.striiiipes.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://jackrudycocktailco.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://pickybars.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://bookstore.entrepreneur.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://damniloveindonesia.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.farfetch.com;on site;>= 22% dan <= 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.fossil.com;on site;< 22%;tidak menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.gogobli.com;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.kesupermarket.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.kiwi.com;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.klook.com;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.ogahrugi.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.nike.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.nutrimart.co.id/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;2;memiliki;terdaftar;> 1 tahun;<= 5 bulan;nonphishing
https://www.pazzion.com/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://prelo.co.id/;on site;> 65%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;<= 5 bulan;nonphishing
https://global.rakuten.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.romwe.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.ruparupa.com/;on site;< 22%;menggunakan;menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.shopbop.com/;on site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.zataru.com/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;> 5 bulan;nonphishing
https://www.strawberrynet.com/;on site;> 65%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;nonphishing
https://www.thebodyshop.co.id/;on site;< 22%;menggunakan;tidak menggunakan fungsi mailto;< 31%;> 20;aman;< 17%;tidak memiliki;pendek;tidak menggunakan;2;memiliki;terdaftar;> 1 tahun;<= 5 bulan;nonphishing
